Ticker and DTW Values Below 50
MMM: MMM (0.0)
"AOS: AOS (0.0), AIZ (43.32382099999994), CINF (48.79788099999999), EXC (49.56519399999986), SBUX (39.81707999999996)"
"ABT: ABT (0.0), ACN (49.01475500000003), AMT (43.16899799999989), AWK (36.423186999999984), AIZ (47.21601499999998), BLK (47.96526099999986), CBRE (45.86165099999999), DOV (36.30032300000002), HSY (39.61781500000003), HD (38.23912500000001), ICE (47.531203000000026), IQV (40.78362599999987), JKHY (43.32573699999999), J (49.31440999999998), KDP (45.020885000000064), LHX (48.95393400000005), LOW (43.72608899999993), MAA (47.82202200000003), MCO (46.71667200000005), MS (49.30248800000009), NDAQ (47.36760099999985), NSC (33.994287999999926), SBAC (45.34076999999999), SHW (44.07665799999992), STE (45.181869999999925), UNP (34.138253000000006), VRSN (47.019697000000015), WRB (49.07604600000001)"
"ABBV: ABBV (0.0), APH (43.835602999999935), ADI (41.87425299999998), AON (49.101795999999965), ACGL (39.02166200000005), AZO (38.60374899999986), ELV (45.514877999999925), FDS (47.23607100000004), FAST (48.40823799999997), J (38.59876100000006), LOW (49.9363449999999), MS (44.99286600000005), ORLY (43.655786), ORCL (44.88074200000004), PAYX (40.22296699999997), RJF (37.85430399999999), STE (46.55602399999999), TMUS (41.34018000000001), WM (49.51144699999998)"
"ACN: ABT (49.01475500000003), ACN (0.0), A (34.98917699999997), GOOGL (31.12027299999996), GOOG (32.12633), AWK (43.79708099999998), ANSS (41.22830899999997), AVY (40.166119000000045), BRO (49.43258099999996), CSGP (42.27166399999985), DHR (31.47874199999998), DPZ (44.50949799999991), DOV (41.32683900000006), EQIX (43.63016099999999), GRMN (45.180888999999965), HD (35.273334999999946), ISRG (48.41653999999987), IQV (36.006627999999914), LIN (44.565162000000015), LOW (39.71344200000002), MTD (39.82792400000002), MCO (36.44156799999992), MSI (43.31278499999994), NDAQ (34.299897000000044), NSC (49.59520799999998), PLD (30.85167800000004), SPGI (33.015229999999995), SHW (32.990211000000016), STE (44.596452), TDY (45.874248999999935), TMO (42.15712699999992), TT (43.175081000000034), TYL (38.81062799999998), XYL (48.56473999999987), ZTS (30.353964000000012)"
"ADBE: ADBE (0.0), AMZN (43.05732699999999), AMAT (48.39169899999992), IDXX (44.88752), INTU (36.846594000000096), ISRG (47.87894399999995), LRCX (43.700227000000034), LULU (45.810493999999935), MSFT (45.042324), MSCI (48.58534699999999), NOW (36.19723099999997), TTWO (49.16158399999988), WST (35.35802699999998)"
"AMD: AMD (0.0), TSLA (46.24992299999993)"
"AES: AES (0.0), AXP (48.22811499999994), CPT (49.42749099999999), PNC (45.70333999999993), WAT (49.29973199999999)"
"AFL: AFL (0.0), AME (33.10465800000008), APH (29.60853000000005), AON (41.13082500000007), ADP (43.33933899999995), CBOE (46.92660499999993), DRI (45.93068600000005), EG (45.72935700000005), EXPD (47.26758899999999), FDS (49.077692999999954), FAST (42.95179999999991), HLT (40.70458700000004), HUM (40.63614400000007), ITW (35.97852399999996), LMT (38.23728299999999), MAR (44.73805399999993), MMC (43.890378000000034), MLM (48.65556900000004), MCD (49.64211699999991), PKG (46.91042500000006), PAYX (46.336139), ROP (40.90558599999993), TJX (31.919666999999937), V (48.613921000000055), WRB (49.93941400000004), WMT (47.694936000000055)"
